ParticipantID,Trial,SaccadeNo,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY,PeakVelocity,MeanVelocity,Blink,Direction,Amplitude,EyeTracked,Task,Order,Stimulus,SearchOrCount
cecilie1,3,30,9926,9962,38,871.6,527.6,597,392.20000000000005,364.67,177.37,FALSE,LEFT,6.62,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,31,10464,10474,12,599.5,387.79999999999995,603.1,363.9,51.43,40.97,FALSE,DOWN,0.59,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,32,10786,10816,32,624,368.20000000000005,394,366.5,249.83,144.56,FALSE,LEFT,4.66,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,33,11108,11138,32,393.1,374.1,269.4,386,126.53,76.23,FALSE,LEFT,2.48,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,34,11316,11334,20,265.5,390.20000000000005,198.4,410.79999999999995,106.28,66.67,FALSE,LEFT,1.41,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,35,11786,11808,24,185.7,415.20000000000005,123.6,373.79999999999995,126.72,65.25,FALSE,LEFT,1.57,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,36,12130,12152,24,138.6,375.4,205.9,471.29999999999995,201.52,109.75,FALSE,UP,2.67,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,37,12478,12512,36,190.2,468.6,259.8,649.7,214.76,131.06,FALSE,UP,4.73,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,38,12708,12720,14,257.7,657.4,226.8,670.4,59.14,46.77,FALSE,LEFT,0.71,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,39,12940,12990,52,222.2,659.9,712.9,880.4,411.99,225.44,FALSE,RIGHT,11.66,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,40,13164,13208,46,704.2,870,253,904.1,356.23,211.4,FALSE,LEFT,9.45,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,41,13502,13524,24,241.3,905.5,140.6,893.1,139.29,80.36,FALSE,LEFT,2.06,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,42,13828,13868,42,160.9,898.2,572.9,984.8,419.17,210.06,FALSE,RIGHT,8.8,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,43,14066,14106,42,561.3,972,803.4,715.9,451.73,202.6,FALSE,DOWN,8.47,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,44,14284,14298,16,786.7,715.8,779.9,751.4,78.27,54.61,FALSE,UP,0.95,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,45,14500,14522,24,775.5,751.7,778.7,852.7,181.38,108.17,FALSE,UP,2.67,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,46,14656,14698,44,778,845.7,1213.9,833.3,391.99,210.37,FALSE,RIGHT,9.23,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,47,15262,15310,50,1192.3,824.6,1499.3,850.4,247.85,139.29,FALSE,RIGHT,6.35,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,48,15540,15578,40,1491.6,850.2,1383.8,634.7,305.81,153.98,FALSE,DOWN,5.93,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,49,15886,15912,28,1389.4,644.2,1555.6,561.9,253.77,137.42,FALSE,RIGHT,3.91,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,50,16172,16186,16,1542.4,561.6,1526.6,596.1,71.49,57.82,FALSE,UP,0.91,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,51,16350,16380,32,1522.9,597.8,1252.4,613,310.64,171.68,FALSE,LEFT,5.48,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,52,16710,16748,40,1210.2,615.6,1498.6,472.70000000000005,364.84,169.32,FALSE,RIGHT,6.83,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,53,17088,17116,30,1474.6,476,1271.6,367.5,300.14,163.85,FALSE,LEFT,4.83,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,54,17442,17478,38,1259.3,368.5,1075.4,125.60000000000002,398.51,181.82,FALSE,DOWN,6.79,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,55,17732,17754,24,1072.4,129,1199.9,101.29999999999995,179.35,106.2,FALSE,RIGHT,2.58,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,56,18058,18086,30,1187.5,74.10000000000002,1164.1,179.70000000000005,134.67,78.45,FALSE,UP,2.45,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,60,19268,19288,22,889.4,78.5,838.6,166.5,167.08,98.38,FALSE,UP,2.25,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,61,19526,19550,26,840.5,162.89999999999998,984.3,268.70000000000005,272.78,150.28,FALSE,RIGHT,3.82,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,62,19830,19838,10,1005.4,264.4,988.2,248.60000000000002,50.95,43.27,FALSE,DOWN,0.51,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,63,20048,20078,32,985.1,249.10000000000002,1183.6,159.60000000000002,277.04,140.4,FALSE,RIGHT,4.48,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,64,20460,20476,18,1184,158.39999999999998,1228.8,118.89999999999998,103.56,64.14,FALSE,DOWN,1.26,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,65,20582,20622,42,1219.2,122.10000000000002,843.6,307.20000000000005,347.72,208.61,FALSE,LEFT,8.66,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,3,66,21068,21082,16,829.7,312.6,789.3,297.6,70.35,49.09,FALSE,LEFT,0.9,RIGHT,Visual foraging,1,fjord.jpg,Search
cecilie1,4,1,194,234,42,796.1,294.9,434.3,234,293.83,175.14,FALSE,LEFT,7.41,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,2,480,522,44,430.4,239.39999999999998,886.9,411.5,467.87,230.23,FALSE,RIGHT,10.12,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,3,736,760,26,871.7,389.79999999999995,817.8,509.79999999999995,199.31,122.9,FALSE,UP,3.21,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,4,1038,1090,54,802.9,510.4,1183.7,807.3,407.98,210.22,FALSE,RIGHT,11.06,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,5,1346,1368,24,1176.6,801.2,1167.2,892.6,173.01,99.81,FALSE,UP,2.41,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,6,1566,1590,26,1163.6,885.3,1290.9,912.4,178.28,104.54,FALSE,RIGHT,2.76,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,7,2058,2104,48,1288.2,889.5,722,940.1,404.55,252.77,FALSE,LEFT,12.01,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,8,2478,2510,34,716.8,950.9,682.2,727.8,375.77,181.67,FALSE,DOWN,5.93,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,9,2756,2794,40,688.1,740,419.3,561.6,375,181.45,FALSE,LEFT,7.25,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,10,3080,3102,24,404.6,554,510.5,620.8,206.25,113.38,FALSE,RIGHT,2.77,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,11,3286,3342,58,503,626.3,147.1,976.6,436.04,211.01,FALSE,UP,11.58,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,12,3614,3634,22,144.7,970.6,43.1,981.2,150.57,86.94,FALSE,LEFT,2.04,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,13,3830,3904,76,52.4,988.6,238.4,345.9,364.04,217.92,FALSE,DOWN,16.3,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,14,4218,4248,32,236.7,347.4,161.8,80.39999999999998,406.46,200.17,FALSE,DOWN,6.3,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,15,4490,4516,28,164.3,66.39999999999998,372.4,170.60000000000002,300.59,167.21,FALSE,RIGHT,4.61,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,16,4774,4796,24,395.1,183.10000000000002,468,288.4,194.97,120.18,FALSE,UP,2.86,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,17,5118,5152,36,462.7,311.5,575.6,453.4,231.18,116.82,FALSE,UP,4.16,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,18,5370,5398,30,568.2,450.20000000000005,790,400.29999999999995,302.86,157.71,FALSE,RIGHT,4.74,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,19,5614,5632,20,791.9,395.6,761.1,453.29999999999995,117.44,76.5,FALSE,UP,1.57,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,20,5904,5912,10,750.6,457.4,733.9,473.79999999999995,52.03,44.31,FALSE,UP,0.54,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,21,6048,6090,44,731.5,477.20000000000005,933.9,171.39999999999998,432.74,196.25,FALSE,DOWN,8.47,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,22,6320,6342,24,930.9,177.10000000000002,817.7,225,178.5,107.29,FALSE,LEFT,2.54,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,23,6552,6576,26,793,230.89999999999998,933.2,144.29999999999995,244.78,132.09,FALSE,RIGHT,3.46,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,24,6732,6762,32,924.7,149.79999999999995,756.6,251.70000000000005,221.11,130.91,FALSE,LEFT,4.14,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,25,7004,7050,48,757.8,266,1320.6,238.39999999999998,414.85,236.05,FALSE,RIGHT,11.25,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,26,7078,7098,22,1319.5,219.10000000000002,1295.7,158.70000000000005,85.5,62.63,FALSE,DOWN,1.47,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,27,7314,7362,50,1291.7,188,632.8,174,429.6,270.33,FALSE,LEFT,13.01,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,28,7666,7708,44,605.1,165.70000000000005,1074.3,50,461.52,221.62,FALSE,RIGHT,9.6,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,29,8012,8036,26,1050.7,50.799999999999955,1152.4,222.39999999999998,299.69,164.52,FALSE,UP,4.41,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,30,8234,8260,28,1161.2,228.20000000000005,1289.2,305.9,213.76,113.47,FALSE,RIGHT,3.14,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,31,8472,8496,26,1281,306.9,1230.1,439.6,208.57,130.63,FALSE,UP,3.39,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,32,8802,8820,20,1226.4,462.5,1209.2,507,75.9,59.2,FALSE,UP,1.17,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,33,9008,9022,16,1205.5,513.4,1234.9,484.9,74.84,51.67,FALSE,DOWN,0.93,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,34,9140,9164,26,1236.3,492,1182.6,606.3,195.61,120.94,FALSE,UP,3.09,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,35,9438,9452,16,1173.6,633,1188.4,594.3,77.86,59.95,FALSE,DOWN,1.04,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,36,9732,9756,26,1189.8,591.1,1172.4,715.3,203.54,121.7,FALSE,UP,3.22,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,37,9986,10006,22,1159.8,728.5,1125.3,778,105.25,63.08,FALSE,UP,1.48,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,38,10176,10204,30,1129.3,771.1,1174.6,896.5,196,114.29,FALSE,UP,3.43,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,39,10568,10604,38,1168.7,907.3,1423.1,938.8,258.12,140.25,FALSE,RIGHT,5.35,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,40,10920,10946,28,1418.3,924.2,1503.1,1016.2,185.81,103.67,FALSE,UP,2.94,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,41,11240,11246,8,1502.8,1017,1510.4,1027.5,37.5,33.89,FALSE,NA,0.31,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,42,11418,11444,28,1508.5,1031.2,1440.3,885.9,276.4,145.11,FALSE,DOWN,4.01,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,43,11840,11856,18,1441.6,888.6,1461.9,928.4,82.51,54.18,FALSE,UP,1.11,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,44,12068,12098,32,1462.4,914.1,1557.7,749.8,266.99,147.73,FALSE,DOWN,4.63,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,45,12432,12454,24,1556,734.3,1491.1,820.2,173.48,103.64,FALSE,UP,2.55,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,46,12812,12846,36,1484.6,822.8,1546.9,640.2,250.87,132.53,FALSE,DOWN,4.8,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,47,13002,13020,20,1547.1,653,1552,695.2,79.23,55.23,FALSE,UP,1.07,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,48,13246,13258,14,1547.9,702.3,1537.9,733.2,65.69,53.87,FALSE,UP,0.81,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,49,13492,13532,42,1535.7,731.1,1595.3,472.70000000000005,320.85,156.88,FALSE,DOWN,6.53,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,50,13846,13898,54,1592.4,498.70000000000005,1516,787.6,263.13,147.76,FALSE,UP,7.38,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,51,14162,14180,20,1526.7,776,1486.4,782.3,70.94,40.94,FALSE,LEFT,0.83,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,52,14480,14504,26,1511.7,755,1540.8,682.1,140.92,76.38,FALSE,DOWN,1.94,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,53,14686,14718,34,1526.3,660.5,1523.7,672.8,62.99,45.31,TRUE,NA,0.31,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,54,14962,15008,48,1538.3,720.6,1580.3,367.4,355.21,186.65,FALSE,DOWN,8.72,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,55,15200,15224,26,1576.8,368.20000000000005,1599,475.29999999999995,162.47,98.64,FALSE,UP,2.61,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,56,15490,15510,22,1574,458.1,1613,528.6,139.54,80.85,FALSE,UP,1.88,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,57,15774,15778,6,1600.1,515.1,1600.1,506.70000000000005,35.98,34.32,FALSE,NA,0.21,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,58,16240,16262,24,1598.9,494.70000000000005,1516.2,457.70000000000005,112.5,79.25,FALSE,LEFT,1.85,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,59,16296,16314,20,1594.2,383.29999999999995,1605.9,298.9,124.42,101.7,FALSE,DOWN,2.01,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,60,16342,16354,14,1579.4,310.5,1564.6,332.9,60.7,44.27,FALSE,UP,0.6,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,61,16606,16636,32,1547.6,319.20000000000005,1318.5,350.6,245.7,141.4,FALSE,LEFT,4.55,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,62,16914,16950,38,1319.2,360.20000000000005,1581.4,399.6,249.92,135.68,FALSE,RIGHT,5.23,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,63,17440,17478,40,1558.9,372.5,1234.5,39.5,470.73,247.9,FALSE,DOWN,9.88,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,64,17708,17732,26,1232,47.5,1229.2,214.10000000000002,265.88,149.17,FALSE,UP,3.79,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,65,17890,17914,26,1197,222.29999999999995,1070.3,128.70000000000005,227.68,124.76,FALSE,LEFT,3.32,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,66,18122,18158,38,1064.1,128.20000000000005,1138.7,344.5,290.55,139.08,FALSE,UP,5.31,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,67,18352,18550,200,1127.8,333.9,967,432.4,1304.99,366.08,TRUE,LEFT,4.09,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,68,18772,18792,22,970.2,415.1,867.4,460,169.74,104.08,FALSE,LEFT,2.41,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,69,18976,18994,20,863.4,456.29999999999995,858.3,512.5,99.2,69.02,FALSE,UP,1.42,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,70,19230,19252,24,853,509.70000000000005,752.5,470.4,163.88,94.5,FALSE,LEFT,2.32,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,71,19652,19672,22,758.2,467.9,810.5,422.9,109.66,68.75,FALSE,DOWN,1.56,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,72,19890,19928,40,809.4,421.1,875.8,171.39999999999998,325.21,153.52,FALSE,DOWN,6.15,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,73,20254,20274,22,877.9,183.20000000000005,791.8,260,173.78,113.61,FALSE,UP,2.51,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,74,20586,20612,28,767.1,261.6,624.6,147.29999999999995,273.69,138.92,FALSE,LEFT,3.92,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,4,75,20902,20946,46,629,156.39999999999998,609.4,508.6,352.2,186.76,FALSE,UP,8.51,RIGHT,Visual foraging,1,droplets.jpg,Search
cecilie1,5,1,54,76,24,613.5,500.29999999999995,750.2,550.2,231.42,126.68,FALSE,RIGHT,3.12,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,2,374,406,34,729.5,552.9,947.1,604.9,272.21,139.08,FALSE,RIGHT,4.76,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,3,588,612,26,932,593.6,1045.4,706.4,248.75,144.76,FALSE,UP,3.78,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,4,806,826,22,1056.2,711.9,1139.7,721.9,135.6,77.65,FALSE,RIGHT,1.78,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,5,994,1036,44,1132.1,717.9,610.4,705.1,397.84,251.17,FALSE,LEFT,10.99,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,6,1342,1382,42,597.9,698.5,226.2,587.1,367,192.45,FALSE,LEFT,8.15,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,7,1538,1556,20,227.9,588.1,194.9,638.4,109.49,69.82,FALSE,UP,1.43,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,8,1810,1840,32,183,636.2,194.9,396.9,381.44,192.88,FALSE,DOWN,5.91,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,9,2134,2172,40,201.8,394.79999999999995,577.9,312.29999999999995,414.31,196.94,FALSE,RIGHT,7.75,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,10,2610,2634,26,580.5,304.9,634.5,215.29999999999995,170.93,94.29,FALSE,DOWN,2.39,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,11,2894,2942,50,624.2,206.29999999999995,1237,230.10000000000002,448.16,245.25,FALSE,RIGHT,12.21,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,12,3114,3160,48,1212.9,232.89999999999998,836.1,105.79999999999995,460.35,202.7,FALSE,LEFT,8.03,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,13,3354,3408,56,818.7,144.29999999999995,903.9,475.9,365.03,151.5,FALSE,UP,8.17,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,14,3570,4098,530,890.8,432,1095.1,399.1,332.99,125.92,TRUE,RIGHT,4.29,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,15,4368,4408,42,1066.4,467.9,1344.6,262.6,380.42,182.05,FALSE,RIGHT,7.5,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,16,4720,4750,32,1340.2,229,1164.2,258.29999999999995,208.98,111.03,FALSE,LEFT,3.55,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,17,4876,4908,34,1169,241.5,1254.7,18.90000000000009,333.69,160.59,FALSE,DOWN,5.33,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,18,5058,5292,236,1242.4,33.200000000000045,1489.2,535.5,783.65,308.05,TRUE,UP,12.69,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,19,5520,5540,22,1424,563.8,1334.2,563.5,139.98,79.4,FALSE,LEFT,1.81,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,20,5722,5740,20,1335.3,552.1,1390.9,521.1,102.57,63.21,FALSE,RIGHT,1.37,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,21,5840,5882,44,1379.7,514.9,979.7,563.1,356.52,189.29,FALSE,LEFT,8.3,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,22,6164,6196,34,971.5,565.8,776.7,586.5,225.73,122.02,FALSE,LEFT,4.13,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,23,6374,6404,32,778.4,590.3,809.7,772.1,298.4,150.76,FALSE,UP,4.77,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,24,6644,6664,22,806.2,769.2,786,849.5,152.68,97.8,FALSE,UP,2.16,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,25,6868,6894,28,775.3,855.3,929.4,752.6,289.22,152.38,FALSE,RIGHT,4.26,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,26,7096,7132,38,923.3,748.5,622.4,695.6,310.89,171.47,FALSE,LEFT,6.52,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,27,7388,7410,24,630.1,686.4,523.4,705.8,165.81,96.56,FALSE,LEFT,2.3,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,28,7700,7726,28,500.3,712.2,576.2,765.8,112.56,79.48,FALSE,RIGHT,2.12,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,29,7920,7946,28,581.5,768.6,398.1,718.6,263.52,144.48,FALSE,LEFT,4.05,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,30,8212,8242,32,398.9,707.2,185.3,623.9,288.29,151.35,FALSE,LEFT,4.83,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,31,8582,8588,8,178.9,622.6,188.8,626.9,34.11,31.84,FALSE,NA,0.23,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,32,8714,8740,28,188.8,626.2,362.9,547.5,288.49,144.74,FALSE,RIGHT,4.03,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,33,9004,9028,26,356.3,542.3,446,468.79999999999995,172.94,99.78,FALSE,DOWN,2.59,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,34,9306,9328,24,438.6,454.6,318,412.20000000000005,186.27,106.36,FALSE,LEFT,2.65,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,35,9462,9496,36,321.5,410.29999999999995,556.9,251.79999999999995,360.19,173.92,FALSE,RIGHT,6.06,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,36,9752,9784,34,544.1,257.9,325.1,233.20000000000005,251.32,130.71,FALSE,LEFT,4.38,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,37,10152,10172,22,326.5,234.20000000000005,355.9,313.9,137.35,85,FALSE,UP,1.97,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,38,10366,10396,32,339.6,321.6,451.2,129.10000000000002,317.35,156.14,FALSE,DOWN,5,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,39,10580,10594,16,444.1,130.39999999999998,398,109.60000000000002,78.97,56.16,FALSE,LEFT,1.01,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,40,11144,11170,28,423.4,139.70000000000005,610.2,205.20000000000005,275.23,143.47,FALSE,RIGHT,3.99,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,41,11552,11578,28,604.1,205.20000000000005,751.6,132.70000000000005,235.63,120.19,FALSE,RIGHT,3.39,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,42,11914,11930,18,735,126.5,755.5,172.70000000000005,89.34,59.24,FALSE,UP,1.14,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,43,12138,12174,38,752.2,165.60000000000002,1033,163.5,273.86,147.46,FALSE,RIGHT,5.59,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,44,12362,12384,24,1030.8,156.29999999999995,1179.2,199.20000000000005,213.23,128.92,FALSE,RIGHT,3.11,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,45,12540,12570,32,1213,202.5,1399.6,193.70000000000005,205.49,113.69,FALSE,RIGHT,3.65,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,46,12746,12754,10,1389.7,188.89999999999998,1363.7,194.60000000000002,54.03,46.54,FALSE,LEFT,0.52,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,49,13504,13524,22,992,302,934.1,354.6,117.67,79.97,FALSE,UP,1.74,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,50,13778,13812,36,908.5,361.29999999999995,1175.3,373.6,284.39,150.33,FALSE,RIGHT,5.45,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,51,14084,14118,36,1165.5,372.79999999999995,857.3,401.20000000000005,324.43,176.06,FALSE,LEFT,6.35,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,52,14478,14500,24,840.9,412.29999999999995,757.7,357.70000000000005,167.03,88.71,FALSE,LEFT,2.18,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,53,14752,14780,30,764.7,362.20000000000005,666.4,480.1,218.59,119.78,FALSE,UP,3.56,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,54,15100,15124,26,671.1,490.5,519.8,451.4,231.65,123.62,FALSE,LEFT,3.27,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,55,15422,15442,22,524.2,442.6,455.7,429.6,111.06,64.49,FALSE,LEFT,1.43,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,56,15686,15704,20,457.9,426.79999999999995,514.9,472.4,119.57,76.48,FALSE,RIGHT,1.62,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,57,15892,15916,26,506.7,467.70000000000005,646.6,540.7,237.76,132.39,FALSE,RIGHT,3.43,RIGHT,Visual foraging,1,birds.jpg,Search
cecilie1,5,58,16330,16352,24,651.3,543.7,739.3,620.5,194.41,111.39,FALSE,UP,2.7,RIGHT,Visual foraging,1,birds.jpg,Search
